order_id,member_id,game_id,quantity,unit_price,order_date,promotion_id
104,5,G0063,2,121.9,2024-11-02 09:29:00,0
105,221,G0038,3,355.75,2024-08-24 16:06:00,0
106,281,G0048,1,116.64,2025-02-25 16:38:00,PROMO04
107,203,G0032,-1,84.76,2025-02-03 16:45:00,0
108,113,G0034,1,227.51,2025-03-08 14:57:00,0
109,265,G0079,3,243.27,2024-10-05 13:19:00,0
110,273,G0035,2,169.53,2024-07-11 15:17:00,PROMO02
111,70,G0038,1,355.75,2025-04-11 11:32:00,0
112,140,G0080,2,138.35,2024-07-11 16:41:00,0
113,78,G0007,3,55.49,2024-01-23 14:59:00,0
114,53,G0037,2,217.09,2024-05-08 13:01:00,0
115,5,G0030,1,212.39,2024-06-03 13:14:00,0
116,112,G0044,2,283.11,2024-11-15 14:15:00,0
117,256,G0048,2,116.64,2024-02-02 09:15:00,0
118,75,G0008,2,134.23,2025-02-05 10:27:00,0
119,241,G0024,1,136.07,2024-09-13 11:52:00,0
120,7,G0016,3,233.36,2024-09-11 10:01:00,0
121,227,G0032,3,84.76,2024-02-04 12:48:00,0
122,49,G0067,3,207.06,2024-08-01 15:37:00,0
123,160,G0042,1,256.09,2024-02-13 14:36:00,0
124,282,G0067,1,207.06,2024-09-16 13:40:00,0
125,153,G0026,2,81.24,2024-02-23 16:06:00,PROMO02
126,58,G0031,3,339.08,2025-03-20 14:44:00,0
127,86,G0036,3,99.02,2024-05-02 09:14:00,0
128,125,G0002,1,51.59,2025-05-01 15:30:00,0
129,80,G0048,1,116.64,2024-09-11 14:40:00,0
130,47,G0080,2,138.35,2024-03-02 14:36:00,0
131,79,G0069,1,80.63,2024-05-08 14:19:00,0
132,163,G0072,3,366.53,2024-12-21 13:23:00,0
133,225,G0025,1,216.35,2025-01-21 09:28:00,0
134,69,G0033,1,217.97,2025-05-11 14:02:00,0
135,287,G0038,3,355.75,2025-05-16 16:43:00,0
136,96,G0070,2,49.92,2024-11-27 11:05:00,0
137,141,G0077,3,171.46,2024-06-13 14:27:00,0
138,80,G0058,2,231.17,2024-09-26 09:39:00,0
139,233,G0001,3,124.6,2025-06-02 12:04:00,0
140,95,G0003,3,150.98,2025-01-07 12:59:00,0
141,123,G0042,3,256.09,2024-03-05 17:22:00,0
142,276,G0050,1,209.49,,0
143,283,G0020,3,74.45,2024-10-16 11:39:00,0
144,165,G0015,1,191.62,2025-06-19 12:33:00,0
145,23,G0017,1,148.16,2024-02-02 17:38:00,0
146,249,G0025,1,216.35,2024-02-02 16:45:00,0
147,199,G0063,3,-121.9,2024-09-19 09:28:00,0
148,114,G0078,3,244.12,2024-03-13 11:49:00,0
149,107,G0063,1,121.9,2025-04-24 16:22:00,0
150,32,G0047,3,224.62,2025-03-01 09:32:00,0
151,30,G0079,2,243.27,2025-06-25 16:09:00,0
152,37,G0039,1,266.45,2024-08-09 11:37:00,PROMO01
153,52,G0030,3,212.39,2025-01-29 17:15:00,0
154,270,G0032,3,84.76,2024-07-02 11:41:00,0
155,286,G0054,3,366.84,2024-04-18 12:48:00,0
156,296,G0046,3,255.5,2025-04-14 14:51:00,0
157,219,G0014,1,297.49,2024-07-03 10:55:00,0
158,259,G0044,-3,283.11,2024-06-10 14:07:00,0
159,227,G0046,2,255.5,2024-11-28 13:08:00,0
160,212,G0056,3,278.01,2024-11-27 16:55:00,0
161,289,G0070,1,49.92,2025-01-19 17:22:00,0
162,131,G0047,2,224.62,2025-04-03 14:01:00,PROMO01
163,18,G0037,3,217.09,2024-01-17 12:17:00,0
164,155,G0001,2,124.6,2024-08-15 12:50:00,0
165,162,G0003,3,150.98,2024-10-09 12:21:00,PROMO02
166,49,G0005,2,289.63,2024-12-30 16:04:00,0
167,136,G0047,3,224.62,2024-09-12 11:43:00,0
168,154,G0012,3,305.64,2025-02-13 10:11:00,0
169,112,G0010,-3,273.15,2024-11-28 12:21:00,0
170,89,G0063,3,121.9,2024-04-07 09:00:00,0
171,946,G0005,3,289.63,2025-01-25 09:36:00,0
172,29,G0043,2,253.63,2025-03-20 09:26:00,0
173,62,G0030,3,212.39,2024-01-12 15:52:00,0
174,196,G0007,2,55.49,2025-06-20 15:20:00,0
175,277,G0073,1,179.77,2024-11-30 15:12:00,0
176,114,G0020,1,74.45,2025-02-06 13:09:00,PROMO01
177,114,G0056,2,278.01,2025-02-07 15:12:00,0
178,173,G0011,2,104.53,2024-02-20 10:27:00,0
179,135,G0011,2,104.53,2025-05-28 17:05:00,0
180,67,G0018,2,221.9,2024-07-21 13:24:00,0
181,293,G0026,3,81.24,2025-06-20 17:51:00,0
182,37,G0035,2,169.53,2024-11-27 10:46:00,0
183,295,G0012,1,305.64,2025-02-27 13:38:00,0
184,179,G0025,2,216.35,2024-12-18 15:53:00,0
185,13,G0040,1,146.36,2024-12-24 13:46:00,0
186,948,G0080,1,138.35,,0
187,120,G9018,3,81.24,2025-01-17 10:51:00,0
188,44,G0015,3,191.62,2024-02-25 12:07:00,0
189,76,G0037,1,217.09,2024-12-17 11:49:00,0
190,57,G0040,2,146.36,2025-04-27 11:17:00,0
191,108,G0069,1,80.63,2024-07-27 15:43:00,0
192,133,G0071,2,106.46,2024-05-24 14:54:00,0
193,10,G0049,3,120.16,2025-06-23 14:29:00,0
194,88,G0008,2,134.23,2024-07-24 12:05:00,0
195,139,G0007,2,55.49,2024-01-09 17:22:00,0
196,139,G0047,1,224.62,2024-01-20 09:24:00,0
197,198,G0030,2,212.39,2025-06-04 12:56:00,PROMO01
198,162,G9046,3,121.9,2025-06-28 10:56:00,0
199,102,G0065,2,277.19,2024-01-23 12:34:00,0
200,272,G0040,2,146.36,2025-05-16 17:57:00,0
201,81,G0003,2,150.98,2024-12-26 12:26:00,0
202,155,G0031,3,339.08,2024-10-09 17:24:00,0
203,132,G0050,1,209.49,2024-10-13 13:50:00,0
204,175,G0051,3,255.86,2024-05-20 15:40:00,0
205,196,G0067,3,207.06,2024-08-20 13:31:00,0
206,294,G0020,2,74.45,2024-11-15 11:27:00,PROMO03
207,230,G0070,1,49.92,2024-07-30 15:42:00,0
208,298,G0070,3,49.92,2024-07-26 17:45:00,PROMO03
209,269,G0018,2,221.9,2024-05-28 11:29:00,0
210,290,G0021,2,145.46,2024-03-10 16:01:00,0
211,61,G0024,2,136.07,2024-05-29 11:06:00,0
212,164,G0053,2,64.52,2024-11-06 15:08:00,0
213,141,G0020,1,74.45,2024-04-19 16:27:00,0
214,14,G0079,3,243.27,2024-09-30 13:36:00,0
215,119,G0077,1,171.46,2024-08-24 15:48:00,0
216,184,G0011,3,104.53,2025-05-03 11:13:00,0
217,241,G0048,1,116.64,2025-01-31 09:47:00,0
218,71,G0021,1,145.46,2024-08-19 09:39:00,0
219,8,G0035,2,169.53,2024-08-15 13:03:00,0
220,104,G0027,1,76.44,2024-06-30 17:21:00,PROMO04
221,251,G0042,2,256.09,2024-09-09 10:18:00,0
222,22,G0078,3,244.12,2025-01-24 13:53:00,0
223,202,G0079,3,243.27,2025-06-21 15:55:00,0
224,20,G0067,1,207.06,2025-04-07 10:49:00,0
225,22,G0032,3,84.76,2025-02-09 15:31:00,PROMO01
226,286,G0050,3,209.49,2024-02-20 11:29:00,0
227,226,G0051,2,255.86,,0
228,217,G0038,-3,355.75,2024-02-25 14:46:00,0
229,73,G0060,-3,216.3,2025-04-07 13:05:00,0
230,257,G0015,1,191.62,2024-05-18 10:16:00,0
231,166,G0058,1,231.17,2024-07-02 13:08:00,0
232,104,G0059,1,200.65,2024-09-13 16:29:00,0
233,84,G0016,1,233.36,2024-04-26 09:17:00,0
234,186,G0011,3,104.53,2025-01-28 15:11:00,0
235,262,G0079,1,243.27,2025-01-22 13:22:00,0
236,23,G0022,2,337.9,2024-06-02 15:51:00,0
237,75,G0023,3,52.23,2024-02-22 14:33:00,0
238,159,G0058,2,231.17,2024-07-04 12:49:00,0
239,68,G0026,1,81.24,2024-09-16 11:54:00,0
240,255,G0064,3,85.91,2024-01-06 14:54:00,0
241,253,G0031,1,339.08,2025-05-02 10:21:00,0
242,227,G0011,3,104.53,2024-01-07 14:52:00,0
243,281,G0036,3,99.02,2024-07-31 09:54:00,0
244,76,G0008,3,134.23,2024-12-23 14:57:00,0
245,17,G0074,3,-157.49,2024-11-01 14:21:00,0
246,45,G0007,1,55.49,2025-03-02 09:13:00,PROMO02
247,146,G0079,3,243.27,2024-06-30 15:35:00,PROMO03
248,19,G0012,2,305.64,2024-11-26 12:55:00,0
249,195,G0009,2,176.47,2024-03-07 16:54:00,0
250,69,G0016,3,233.36,2024-10-08 09:34:00,0
251,212,G0068,1,125.73,2024-08-02 10:08:00,0
252,56,G0074,3,157.49,2025-06-25 13:25:00,PROMO04
253,148,G0055,3,207.21,2024-11-20 10:42:00,0
254,295,G0080,2,138.35,2024-05-12 11:33:00,0
255,255,G0067,3,207.06,2025-05-24 14:20:00,0
256,93,G0079,1,243.27,2024-10-24 10:20:00,PROMO01
257,61,G0004,2,-107.07,2024-04-30 15:03:00,0
258,107,G9005,2,243.27,2025-02-27 09:17:00,0
259,180,G0072,3,366.53,2024-08-05 10:40:00,0
260,104,G0037,2,217.09,2024-03-10 14:14:00,0
261,260,G0071,2,106.46,2024-01-07 16:59:00,0
262,171,G0044,2,283.11,2024-01-30 10:04:00,0
263,100,G0043,2,253.63,2025-05-05 11:35:00,PROMO01
264,70,G0062,1,100.05,2025-04-16 17:29:00,PROMO03
265,237,G0053,3,64.52,2024-02-27 17:49:00,0
266,154,G0073,3,179.77,2024-11-19 14:53:00,0
267,10,G0027,3,76.44,2024-12-05 13:32:00,0
268,182,G0009,1,176.47,2024-10-14 12:37:00,0
269,174,G0049,3,120.16,2024-06-18 14:41:00,0
270,200,G0024,3,136.07,2024-04-29 14:31:00,PROMO03
271,162,G0005,2,289.63,2025-02-27 11:11:00,0
272,122,G0048,2,116.64,,0
273,155,G0023,1,52.23,2025-01-18 10:14:00,0
274,104,G0012,2,305.64,2025-06-02 17:27:00,0
275,248,G0065,1,277.19,2024-07-13 12:36:00,0
276,248,G0068,2,125.73,2024-12-01 13:12:00,0
277,51,G0067,3,207.06,2024-05-15 13:14:00,0
278,19,G0059,2,200.65,2025-06-18 16:49:00,0
279,160,G0006,3,65.4,2024-03-30 09:22:00,0
280,24,G0014,3,297.49,2024-11-15 09:11:00,0
281,160,G0027,2,76.44,2024-07-24 11:42:00,0
282,142,G0069,2,80.63,2025-03-27 13:42:00,0
283,140,G0020,1,74.45,2024-10-07 15:49:00,0
284,287,G0066,1,241.7,2024-07-30 13:45:00,0
285,282,G0041,2,113.26,2024-05-24 12:59:00,PROMO03
286,294,G9022,1,84.76,2024-03-13 17:34:00,0
287,174,G0070,2,49.92,2024-02-21 10:17:00,0
288,242,G0007,1,55.49,2025-01-27 14:51:00,0
289,219,G0051,1,255.86,2025-04-01 13:15:00,0
290,910,G0043,1,253.63,2024-03-21 13:17:00,PROMO04
291,291,G0017,1,148.16,2025-04-24 16:49:00,0
292,159,G0060,2,216.3,2024-08-25 11:52:00,PROMO02
293,133,G0047,2,224.62,2024-07-06 17:20:00,0
294,170,G0042,2,256.09,2025-05-14 11:43:00,0
295,244,G0015,2,191.62,2025-05-05 13:55:00,0
296,88,G0037,2,217.09,2024-05-10 13:47:00,0
297,208,G0014,-2,297.49,2024-03-13 16:00:00,0
298,273,G0060,2,216.3,2025-02-27 12:39:00,0
299,125,G0071,1,106.46,2025-05-08 11:10:00,0
300,175,G0027,3,76.44,2025-03-17 09:50:00,0
301,223,G0073,2,179.77,2024-08-29 12:04:00,0
302,40,G0074,2,157.49,2024-04-27 16:59:00,0
303,238,G0042,3,256.09,2024-04-09 09:10:00,0
304,91,G0040,2,146.36,2024-03-12 17:25:00,0
305,195,G0042,2,256.09,2024-03-03 13:14:00,0
306,72,G0075,3,58.76,2024-01-01 10:48:00,0
307,77,G0058,3,231.17,2024-10-25 11:23:00,0
308,296,G0058,1,231.17,2024-07-29 13:44:00,0
309,163,G0039,3,266.45,2024-11-07 11:04:00,PROMO04
310,177,G0012,3,305.64,2024-01-09 09:27:00,0
311,262,G0052,1,212.87,2024-10-28 14:54:00,0
312,282,G0007,1,55.49,2025-01-02 15:55:00,0
313,145,G0004,1,107.07,2025-03-18 10:12:00,0
314,202,G0041,3,113.26,2025-01-26 11:23:00,0
315,223,G0070,1,49.92,2024-06-26 11:24:00,0
316,97,G0072,2,366.53,,0
317,79,G0037,3,217.09,2024-05-08 15:32:00,0
318,37,G0003,1,150.98,2025-05-13 15:06:00,0
319,70,G0011,1,104.53,2025-03-01 17:45:00,PROMO04
320,93,G0059,3,200.65,2025-03-10 15:13:00,0
321,231,G0050,2,209.49,2024-08-19 11:18:00,0
322,4,G0074,2,157.49,2024-08-30 09:50:00,0
323,138,G0053,3,64.52,2025-01-10 14:41:00,0
324,20,G0073,2,179.77,2025-01-12 17:23:00,0
325,247,G0011,1,104.53,2025-06-23 17:54:00,PROMO03
326,239,G0067,1,207.06,2025-06-19 11:23:00,PROMO01
327,126,G0061,3,172.06,2024-03-20 11:33:00,0
328,277,G0075,2,58.76,2024-02-24 09:14:00,PROMO01
329,241,G0059,3,200.65,2025-04-25 10:10:00,0
330,170,G0054,2,366.84,2024-10-28 13:29:00,0
331,19,G0077,3,171.46,2024-11-07 13:33:00,0
332,932,G0034,1,227.51,2025-04-29 12:48:00,0
333,294,G0007,3,55.49,2024-10-25 11:23:00,0
334,14,G0037,-2,217.09,2024-03-25 16:53:00,0
335,40,G0036,2,99.02,2024-05-15 13:36:00,0
336,141,G0033,1,217.97,2024-04-24 16:04:00,0
337,78,G0058,2,231.17,2024-06-28 17:44:00,0
338,121,G0063,1,121.9,2025-06-24 11:34:00,PROMO03
339,44,G0019,3,354.11,2024-06-06 10:23:00,0
340,212,G0050,1,209.49,2025-03-26 17:28:00,0
341,86,G0027,3,76.44,2024-12-19 14:18:00,0
342,136,G0015,1,191.62,2024-06-20 11:36:00,0
343,244,G0039,2,266.45,2025-06-29 14:34:00,0
344,200,G0061,2,172.06,2024-05-28 13:26:00,0
345,223,G0002,2,51.59,2025-04-04 17:17:00,0
346,162,G0068,3,125.73,2024-02-12 11:23:00,0
347,273,G0046,2,255.5,2024-10-06 17:29:00,0
348,137,G0013,2,273.26,,0
349,124,G0076,1,255.11,2025-06-16 10:18:00,0
350,93,G0041,3,113.26,2024-01-11 10:34:00,0
351,35,G0002,2,51.59,2024-04-10 13:13:00,0
352,229,G0045,1,245.46,2024-10-17 09:30:00,0
353,18,G0004,3,107.07,2024-04-04 11:07:00,0
354,112,G0077,3,171.46,2024-05-04 12:28:00,0
355,62,G0012,3,305.64,2024-05-13 17:47:00,0
356,290,G0024,1,136.07,2024-07-07 17:49:00,0
357,240,G0010,3,273.15,2025-04-09 10:41:00,PROMO03
358,219,G0042,2,256.09,2024-06-14 17:44:00,0
359,142,G0008,2,134.23,2025-02-01 09:03:00,0
360,31,G0034,2,227.51,2024-07-01 15:20:00,0
361,908,G0026,3,81.24,2025-02-06 16:39:00,0
362,252,G0014,1,297.49,2025-03-17 17:48:00,0
363,55,G0057,3,123.21,2024-09-22 11:34:00,0
364,38,G0010,3,273.15,2024-09-13 17:51:00,0
365,10,G0064,1,85.91,2024-01-01 10:16:00,PROMO04
366,137,G0020,3,74.45,2024-12-03 13:09:00,PROMO01
367,264,G0063,2,121.9,,0
368,36,G0070,1,49.92,2024-01-04 11:34:00,0
369,247,G0016,3,233.36,2025-01-02 09:39:00,0
370,156,G0052,1,212.87,2024-04-02 15:17:00,0
371,175,G0011,2,104.53,2024-10-23 12:47:00,0
372,91,G0071,1,106.46,2025-01-28 14:44:00,0
373,154,G0050,1,209.49,2025-01-02 12:21:00,0
374,225,G0025,-1,216.35,2024-02-06 12:14:00,0
375,123,G0063,2,121.9,2024-03-05 16:44:00,0
376,158,G0064,3,85.91,2025-04-05 09:40:00,PROMO01
377,19,G0044,1,283.11,2024-12-11 15:10:00,0
378,22,G0052,1,212.87,2024-08-04 15:15:00,0
379,268,G0059,3,200.65,2024-06-01 12:29:00,0
380,120,G0010,1,273.15,2024-05-24 11:30:00,0
381,10,G0061,3,172.06,2024-02-16 09:09:00,0
382,67,G0002,1,51.59,2024-02-21 17:56:00,PROMO01
383,234,G0079,1,243.27,2024-03-06 17:23:00,0
384,55,G0015,2,191.62,2024-08-13 11:22:00,0
385,104,G0055,2,207.21,2025-02-15 09:03:00,0
386,295,G0070,1,49.92,2024-11-25 10:52:00,0
387,110,G0006,3,65.4,2024-06-26 09:14:00,0
388,62,G0036,1,99.02,2025-03-01 16:59:00,0
389,190,G0071,1,106.46,2025-03-25 17:29:00,0
390,298,G0006,1,65.4,2024-04-12 10:52:00,0
391,193,G0021,1,145.46,2025-05-13 15:10:00,0
392,4,G0023,1,52.23,2024-10-17 10:09:00,0
393,244,G0017,1,148.16,2024-05-26 12:48:00,0
394,268,G0058,-2,231.17,2024-09-01 14:49:00,PROMO01
395,93,G0064,3,85.91,2024-03-31 15:32:00,0
396,155,G0045,2,245.46,2024-01-05 16:01:00,0
397,99,G0016,3,233.36,2024-04-07 09:56:00,0
398,277,G0065,1,277.19,2025-04-20 10:23:00,0
399,107,G0036,1,99.02,2024-07-17 11:56:00,0
400,77,G0061,2,172.06,2024-06-29 11:52:00,0
401,23,G0007,3,55.49,2025-01-07 17:51:00,0
402,223,G0033,2,217.97,2025-04-09 15:41:00,0
403,27,G0069,1,80.63,2024-06-10 11:40:00,0
404,249,G0066,1,241.7,2024-03-13 17:31:00,PROMO04
405,297,G0042,2,256.09,2024-07-22 13:01:00,0
406,167,G0030,1,212.39,2024-11-29 13:23:00,0
407,122,G0053,1,64.52,2025-01-19 12:43:00,PROMO01
408,242,G0075,2,58.76,2024-02-25 10:48:00,PROMO02
409,111,G0079,2,243.27,2024-07-01 17:33:00,0
410,70,G0059,3,200.65,2024-07-17 09:42:00,0
411,139,G0026,2,81.24,2024-05-10 10:01:00,0
412,292,G0008,2,134.23,2024-05-19 11:28:00,0
413,239,G0059,2,200.65,2024-06-24 11:30:00,0
414,113,G0038,3,355.75,2024-06-09 10:53:00,0
415,88,G0074,3,157.49,2024-08-23 09:18:00,0
416,268,G0063,1,121.9,2025-04-29 15:13:00,0
417,143,G0002,3,51.59,2025-03-14 17:21:00,0
418,127,G0032,2,84.76,2025-03-20 10:10:00,0
419,77,G0074,1,157.49,2025-03-03 11:33:00,PROMO01
420,241,G0065,1,277.19,2025-03-11 13:38:00,0
421,246,G0013,2,273.26,2025-05-22 17:48:00,0
422,286,G0002,3,51.59,2025-02-20 15:58:00,PROMO02
423,184,G0038,1,355.75,2024-04-02 15:04:00,0
424,157,G0021,3,145.46,2025-04-15 14:14:00,PROMO01
425,233,G0060,1,216.3,2025-02-19 12:18:00,0
426,190,G0060,3,216.3,2024-01-02 10:14:00,PROMO01
427,198,G0043,3,253.63,2024-02-03 16:49:00,0
428,139,G0079,3,243.27,2024-07-31 16:08:00,0
429,42,G0080,2,138.35,2024-02-26 09:01:00,0
430,187,G0007,1,55.49,2025-01-27 15:51:00,0
431,21,G0047,2,224.62,2024-06-28 09:57:00,0
432,35,G0072,3,-366.53,2024-07-28 15:13:00,0
433,172,G0031,3,339.08,2024-04-26 16:19:00,0
434,298,G0027,3,76.44,2024-08-18 10:30:00,0
435,137,G0065,3,277.19,2025-03-09 12:31:00,0
436,33,G0048,2,116.64,2025-04-08 10:59:00,0
437,270,G0016,2,233.36,2025-06-28 14:24:00,0
438,273,G0038,2,355.75,2025-01-11 17:00:00,0
439,34,G0025,2,216.35,2024-03-30 09:25:00,0
440,92,G0037,1,217.09,2024-04-21 12:33:00,0
441,58,G0019,2,354.11,2024-06-03 17:31:00,PROMO01
442,151,G0054,3,366.84,2024-05-15 11:30:00,0
443,216,G0057,3,123.21,2024-01-22 10:55:00,0
444,33,G0003,1,150.98,2025-06-16 13:48:00,0
445,211,G0075,2,58.76,2024-11-30 13:15:00,0
446,272,G0071,2,106.46,2025-04-13 14:21:00,0
447,68,G0040,1,146.36,2024-09-23 11:40:00,0
448,191,G0037,1,217.09,2024-05-31 17:24:00,0
449,234,G0022,3,337.9,2024-06-13 13:25:00,0
450,147,G0024,1,136.07,2024-06-06 11:10:00,0
451,60,G0006,2,65.4,2024-05-09 17:15:00,0
452,190,G0024,1,136.07,2024-02-05 17:44:00,0
453,177,G0019,2,-354.11,2025-04-04 13:50:00,0
454,84,G0069,2,80.63,2024-05-04 09:47:00,PROMO04
455,256,G9026,2,354.11,2024-11-23 14:18:00,0
456,280,G0065,2,277.19,2024-10-29 13:08:00,0
457,149,G0074,3,157.49,,0
458,227,G0044,3,283.11,2024-04-25 14:23:00,0
459,21,G0018,3,221.9,2024-04-29 16:31:00,0
460,206,G0080,1,138.35,2025-04-01 09:53:00,0
461,168,G0008,3,134.23,2024-07-18 15:53:00,0
462,114,G0036,1,99.02,2024-01-24 10:00:00,0
463,229,G0012,3,305.64,2025-02-07 15:42:00,0
464,163,G0078,3,244.12,2025-06-07 12:17:00,PROMO03
465,204,G0019,3,354.11,2025-03-13 09:11:00,0
466,191,G0002,2,51.59,2024-12-19 17:33:00,0
467,229,G0072,1,366.53,2024-08-08 10:02:00,0
468,228,G0054,2,366.84,2024-10-22 14:20:00,0
469,218,G0054,-1,366.84,2024-03-29 10:33:00,0
470,156,G0061,3,172.06,2024-12-09 17:16:00,0
471,193,G9002,1,305.64,2025-02-23 15:35:00,0
472,140,G0054,1,366.84,2025-04-18 16:27:00,0
473,71,G0026,1,81.24,2025-01-25 12:47:00,0
474,252,G0006,2,65.4,2024-11-07 13:10:00,0
