order_id,member_id,game_id,quantity,unit_price,order_date,promotion_id
294,170,G0042,2,256.09,2025-05-14,
295,244,G0015,2,191.62,2025-05-05,
296,88,G0037,2,217.09,2024-05-10,
297,208,G0014,-2,297.49,2024-03-13,
298,273,G0060,2,216.3,2025-02-27,
299,125,G0071,1,106.46,2025-05-08,
300,175,G0027,3,76.44,2025-03-17,
301,223,G0073,2,179.77,2024-08-29,
302,40,G0074,2,157.49,2024-04-27,
303,238,G0042,3,256.09,2024-04-09,
304,91,G0040,2,146.36,2024-03-12,
305,195,G0042,2,256.09,2024-03-03,
306,72,G0075,3,58.76,2024-01-01,
307,77,G0058,3,231.17,2024-10-25,
308,296,G0058,1,231.17,2024-07-29,
309,163,G0039,3,266.45,2024-11-07,PROMO04
310,177,G0012,3,305.64,2024-01-09,
311,262,G0052,1,212.87,2024-10-28,
312,282,G0007,1,55.49,2025-01-02,
313,145,G0004,1,107.07,2025-03-18,
314,202,G0041,3,113.26,2025-01-26,
315,223,G0070,1,49.92,2024-06-26,
316,97,G0072,2,366.53,2024-02-30,
317,79,G0037,3,217.09,2024-05-08,
318,37,G0003,1,150.98,2025-05-13,
319,70,G0011,1,104.53,2025-03-01,PROMO04
320,93,G0059,3,200.65,2025-03-10,
321,231,G0050,2,209.49,2024-08-19,
322,4,G0074,2,157.49,2024-08-30,
323,138,G0053,3,64.52,2025-01-10,
324,20,G0073,2,179.77,2025-01-12,
325,247,G0011,1,104.53,2025-06-23,PROMO03
326,239,G0067,1,207.06,2025-06-19,PROMO01
327,126,G0061,3,172.06,2024-03-20,
328,277,G0075,2,58.76,2024-02-24,PROMO01
329,241,G0059,3,200.65,2025-04-25,
330,170,G0054,2,366.84,2024-10-28,
331,19,G0077,3,171.46,2024-11-07,
332,932,G0034,1,227.51,2025-04-29,
333,294,G0007,3,55.49,2024-10-25,
334,14,G0037,-2,217.09,2024-03-25,
335,40,G0036,2,99.02,2024-05-15,
336,141,G0033,1,217.97,2024-04-24,
337,78,G0058,2,231.17,2024-06-28,
338,121,G0063,1,121.9,2025-06-24,PROMO03
339,44,G0019,3,354.11,2024-06-06,
340,212,G0050,1,209.49,2025-03-26,
341,86,G0027,3,76.44,2024-12-19,
342,136,G0015,1,191.62,2024-06-20,
343,244,G0039,2,266.45,2025-06-29,
344,200,G0061,2,172.06,2024-05-28,
345,223,G0002,2,51.59,2025-04-04,
346,162,G0068,3,125.73,2024-02-12,
347,273,G0046,2,255.5,2024-10-06,
348,137,G0013,2,273.26,2023-00-10,
349,124,G0076,1,255.11,2025-06-16,
350,93,G0041,3,113.26,2024-01-11,
351,35,G0002,2,51.59,2024-04-10,
352,229,G0045,1,245.46,2024-10-17,
353,18,G0004,3,107.07,2024-04-04,
354,112,G0077,3,171.46,2024-05-04,
355,62,G0012,3,305.64,2024-05-13,
356,290,G0024,1,136.07,2024-07-07,
357,240,G0010,3,273.15,2025-04-09,PROMO03
358,219,G0042,2,256.09,2024-06-14,
359,142,G0008,2,134.23,2025-02-01,
360,31,G0034,2,227.51,2024-07-01,
361,908,G0026,3,81.24,2025-02-06,
362,252,G0014,1,297.49,2025-03-17,
363,55,G0057,3,123.21,2024-09-22,
364,38,G0010,3,273.15,2024-09-13,
365,10,G0064,1,85.91,2024-01-01,PROMO04
366,137,G0020,3,74.45,2024-12-03,PROMO01
367,264,G0063,2,121.9,2023-00-10,
368,36,G0070,1,49.92,2024-01-04,
369,247,G0016,3,233.36,2025-01-02,
370,156,G0052,1,212.87,2024-04-02,
371,175,G0011,2,104.53,2024-10-23,
372,91,G0071,1,106.46,2025-01-28,
373,154,G0050,1,209.49,2025-01-02,
374,225,G0025,-1,216.35,2024-02-06,
375,123,G0063,2,121.9,2024-03-05,
376,158,G0064,3,85.91,2025-04-05,PROMO01
377,19,G0044,1,283.11,2024-12-11,
378,22,G0052,1,212.87,2024-08-04,
379,268,G0059,3,200.65,2024-06-01,
380,120,G0010,1,273.15,2024-05-24,
381,10,G0061,3,172.06,2024-02-16,
382,67,G0002,1,51.59,2024-02-21,PROMO01
383,234,G0079,1,243.27,2024-03-06,
384,55,G0015,2,191.62,2024-08-13,
385,104,G0055,2,207.21,2025-02-15,
386,295,G0070,1,49.92,2024-11-25,
387,110,G0006,3,65.4,2024-06-26,
388,62,G0036,1,99.02,2025-03-01,
389,190,G0071,1,106.46,2025-03-25,
390,298,G0006,1,65.4,2024-04-12,
391,193,G0021,1,145.46,2025-05-13,
392,4,G0023,1,52.23,2024-10-17,
393,244,G0017,1,148.16,2024-05-26,
394,268,G0058,-2,231.17,2024-09-01,PROMO01
395,93,G0064,3,85.91,2024-03-31,
396,155,G0045,2,245.46,2024-01-05,
397,99,G0016,3,233.36,2024-04-07,
398,277,G0065,1,277.19,2025-04-20,
399,107,G0036,1,99.02,2024-07-17,
400,77,G0061,2,172.06,2024-06-29,
401,23,G0007,3,55.49,2025-01-07,
402,223,G0033,2,217.97,2025-04-09,
403,27,G0069,1,80.63,2024-06-10,
404,249,G0066,1,241.7,2024-03-13,PROMO04
405,297,G0042,2,256.09,2024-07-22,
406,167,G0030,1,212.39,2024-11-29,
407,122,G0053,1,64.52,2025-01-19,PROMO01
408,242,G0075,2,58.76,2024-02-25,PROMO02
409,111,G0079,2,243.27,2024-07-01,
410,70,G0059,3,200.65,2024-07-17,
411,139,G0026,2,81.24,2024-05-10,
412,292,G0008,2,134.23,2024-05-19,
413,239,G0059,2,200.65,2024-06-24,
414,113,G0038,3,355.75,2024-06-09,
415,88,G0074,3,157.49,2024-08-23,
416,268,G0063,1,121.9,2025-04-29,
417,143,G0002,3,51.59,2025-03-14,
418,127,G0032,2,84.76,2025-03-20,
419,77,G0074,1,157.49,2025-03-03,PROMO01
420,241,G0065,1,277.19,2025-03-11,
421,246,G0013,2,273.26,2025-05-22,
422,286,G0002,3,51.59,2025-02-20,PROMO02
423,184,G0038,1,355.75,2024-04-02,
424,157,G0021,3,145.46,2025-04-15,PROMO01
425,233,G0060,1,216.3,2025-02-19,
426,190,G0060,3,216.3,2024-01-02,PROMO01
427,198,G0043,3,253.63,2024-02-03,
428,139,G0079,3,243.27,2024-07-31,
429,42,G0080,2,138.35,2024-02-26,
430,187,G0007,1,55.49,2025-01-27,
431,21,G0047,2,224.62,2024-06-28,
432,35,G0072,3,-366.53,2024-07-28,
433,172,G0031,3,339.08,2024-04-26,
434,298,G0027,3,76.44,2024-08-18,
435,137,G0065,3,277.19,2025-03-09,
436,33,G0048,2,116.64,2025-04-08,
437,270,G0016,2,233.36,2025-06-28,
438,273,G0038,2,355.75,2025-01-11,
439,34,G0025,2,216.35,2024-03-30,
440,92,G0037,1,217.09,2024-04-21,
441,58,G0019,2,354.11,2024-06-03,PROMO01
442,151,G0054,3,366.84,2024-05-15,
443,216,G0057,3,123.21,2024-01-22,
444,33,G0003,1,150.98,2025-06-16,
445,211,G0075,2,58.76,2024-11-30,
446,272,G0071,2,106.46,2025-04-13,
447,68,G0040,1,146.36,2024-09-23,
448,191,G0037,1,217.09,2024-05-31,
449,234,G0022,3,337.9,2024-06-13,
450,147,G0024,1,136.07,2024-06-06,
451,60,G0006,2,65.4,2024-05-09,
452,190,G0024,1,136.07,2024-02-05,
453,177,G0019,2,-354.11,2025-04-04,
454,84,G0069,2,80.63,2024-05-04,PROMO04
455,256,G9026,2,354.11,2024-11-23,
456,280,G0065,2,277.19,2024-10-29,
457,149,G0074,3,157.49,2023-00-10,
458,227,G0044,3,283.11,2024-04-25,
459,21,G0018,3,221.9,2024-04-29,
460,206,G0080,1,138.35,2025-04-01,
461,168,G0008,3,134.23,2024-07-18,
462,114,G0036,1,99.02,2024-01-24,
463,229,G0012,3,305.64,2025-02-07,
464,163,G0078,3,244.12,2025-06-07,PROMO03
465,204,G0019,3,354.11,2025-03-13,
466,191,G0002,2,51.59,2024-12-19,
467,229,G0072,1,366.53,2024-08-08,
468,228,G0054,2,366.84,2024-10-22,
469,218,G0054,-1,366.84,2024-03-29,
470,156,G0061,3,172.06,2024-12-09,
471,193,G9002,1,305.64,2025-02-23,
472,140,G0054,1,366.84,2025-04-18,
473,71,G0026,1,81.24,2025-01-25,
474,252,G0006,2,65.4,2024-11-07,
475,238,G0029,1,228.35,2024-01-03,
476,154,G0061,1,172.06,2024-10-21,
477,252,G0032,1,84.76,2024-05-02,
478,253,G0009,3,176.47,2025-01-05,
479,290,G0056,2,278.01,2025-05-02,PROMO01
480,192,G0066,3,241.7,2024-01-18,
481,84,G0075,1,58.76,2024-05-29,
482,70,G0046,1,255.5,2024-02-24,
483,215,G0046,1,255.5,2024-10-23,
484,40,G0066,1,241.7,2024-07-06,
485,86,G0070,2,49.92,2024-11-19,
486,155,G0035,3,169.53,2025-01-06,
487,297,G0046,-1,255.5,2024-01-14,
488,145,G0048,2,116.64,2025-02-25,
489,84,G0014,1,297.49,2024-06-07,
490,97,G0072,3,366.53,2025-06-22,
491,283,G0015,2,191.62,2025-04-16,PROMO01
492,68,G0003,2,150.98,2024-12-22,
493,186,G0018,2,221.9,2025-06-19,
494,176,G0023,3,52.23,2024-11-07,
495,61,G0029,1,228.35,2024-05-25,
496,158,G0017,1,148.16,2024-05-13,PROMO04
497,58,G0010,1,273.15,2025-05-10,
498,22,G0026,-1,81.24,2024-02-03,
499,263,G0076,1,255.11,2025-04-25,
500,130,G0006,1,65.4,2024-11-04,
501,50,G0016,3,233.36,2024-07-29,
502,103,G0024,-3,136.07,2024-12-25,
503,75,G0036,3,99.02,2024-12-22,
504,257,G0079,1,243.27,2025-06-01,
505,51,G0075,1,58.76,2025-06-25,
506,99,G0037,1,217.09,2024-01-05,PROMO01
507,110,G0065,3,277.19,2025-05-01,
508,95,G0057,3,123.21,2024-04-19,
509,182,G0049,2,120.16,2024-08-07,
510,209,G0015,2,191.62,2024-05-06,
511,267,G0018,2,221.9,2025-01-04,
512,286,G0006,1,65.4,2023-00-10,
513,198,G0037,2,217.09,2024-11-15,
514,228,G0029,3,228.35,2025-02-21,
515,220,G0025,1,216.35,2025-05-02,PROMO03
516,92,G0002,3,51.59,2025-05-18,
517,203,G0057,3,123.21,2024-03-28,
518,203,G0052,3,212.87,2024-04-14,
519,87,G0009,2,176.47,2024-07-22,
520,207,G0016,1,233.36,2025-03-10,
521,143,G0075,3,58.76,2024-10-06,
522,205,G0046,2,255.5,2025-02-18,PROMO03
523,76,G0059,1,200.65,2024-05-05,
524,255,G0030,3,212.39,2024-05-17,
525,28,G0009,2,176.47,2024-01-28,PROMO04
526,168,G0020,2,74.45,2024-04-08,
527,267,G0064,2,85.91,2024-07-25,
528,255,G0063,3,121.9,2024-09-24,
529,277,G0070,1,49.92,2024-02-02,PROMO01
530,197,G0058,2,231.17,2025-01-20,
531,19,G0005,1,289.63,2024-11-06,PROMO02
532,252,G0056,1,278.01,2024-11-15,
533,250,G0015,3,191.62,2025-05-17,
534,277,G0074,2,157.49,2025-05-02,
535,81,G0065,1,277.19,2025-02-04,
536,194,G0079,3,243.27,2024-12-27,
537,146,G0042,1,256.09,2024-01-29,
538,66,G0047,2,224.62,2024-01-28,
539,175,G0049,1,120.16,2025-03-14,
540,183,G0053,2,64.52,2024-02-27,
541,127,G0031,3,339.08,2024-11-15,
542,34,G0040,1,146.36,2024-12-11,
543,276,G0042,1,256.09,2025-04-16,
544,217,G0073,3,179.77,2025-03-07,
545,241,G0076,1,255.11,2024-11-20,
546,200,G0042,3,256.09,2024-04-10,
547,52,G0027,2,76.44,2025-05-23,
548,174,G0022,3,337.9,2024-11-02,
549,224,G0026,2,81.24,2024-03-18,
550,275,G0028,2,74.77,2024-09-28,
551,294,G0052,1,212.87,2024-04-04,
552,297,G0013,3,273.26,2024-12-10,
553,291,G0068,2,125.73,2025-03-13,
554,40,G0039,3,266.45,2024-11-03,
555,277,G0041,1,113.26,2025-02-28,
556,264,G0059,3,200.65,2024-07-03,PROMO02
557,296,G0064,1,85.91,2025-04-23,
558,273,G0079,2,243.27,2024-03-02,
559,187,G0060,1,216.3,2024-09-03,
560,154,G0056,2,278.01,2024-11-22,PROMO01
561,105,G0053,2,64.52,2024-10-20,
562,132,G0077,1,171.46,2025-02-19,
563,77,G0025,1,216.35,2024-09-08,
564,159,G0060,2,216.3,2025-03-22,
565,19,G0026,1,81.24,2024-10-06,
566,133,G0036,3,99.02,2024-06-29,
567,22,G0063,1,121.9,2024-02-26,PROMO01
568,161,G0078,2,244.12,2024-03-06,PROMO04
569,187,G0012,2,305.64,2024-05-23,
570,293,G0065,1,277.19,2025-06-18,
571,298,G0068,2,125.73,2025-05-23,PROMO02
572,63,G0041,2,113.26,2025-02-03,
573,121,G0055,1,207.21,2024-05-27,
574,110,G0036,2,99.02,2025-02-22,
575,29,G0063,3,121.9,2025-01-18,
576,58,G0041,3,113.26,2025-03-09,
577,127,G0036,1,99.02,2025-01-06,
578,189,G0040,1,146.36,2024-02-05,
579,28,G0031,2,339.08,2024-02-30,
580,186,G0016,3,233.36,2024-08-30,PROMO04
581,5,G0051,2,255.86,2024-11-04,
582,121,G0039,1,266.45,2024-06-13,PROMO03
583,209,G0005,2,289.63,2024-03-23,
584,252,G0061,3,172.06,2025-02-26,PROMO03
585,217,G0013,1,273.26,2024-09-24,
586,181,G0054,3,366.84,2024-11-30,
587,15,G0007,3,55.49,2024-07-07,
588,70,G0001,2,124.6,2024-07-23,
589,161,G0074,1,157.49,2024-04-23,
590,265,G0017,-3,148.16,2025-02-24,
591,164,G0058,2,231.17,2024-05-16,
592,168,G0037,1,217.09,2024-03-27,
593,94,G0051,2,255.86,2024-08-17,
594,12,G0072,3,366.53,2024-08-22,PROMO04
595,102,G0034,3,227.51,2024-06-21,
596,220,G0077,2,171.46,2024-06-01,
597,189,G0022,3,337.9,2024-04-30,
598,270,G0056,2,278.01,2025-05-21,
599,105,G0025,2,216.35,2024-10-21,
600,196,G0017,2,148.16,2024-07-30,
601,145,G0025,2,216.35,2024-07-03,
602,75,G0004,2,107.07,2024-09-25,
603,231,G0032,2,84.76,2025-04-14,
604,241,G0018,2,221.9,2024-02-30,
605,197,G0055,3,207.21,2024-09-19,
606,286,G0008,1,134.23,2024-12-06,PROMO04
607,182,G0078,3,244.12,2024-02-16,
608,259,G0080,2,138.35,2024-11-05,PROMO03
609,68,G0072,1,366.53,2024-07-02,
610,258,G0064,2,85.91,2025-04-24,
611,163,G0068,2,125.73,2024-05-25,
612,161,G0006,1,65.4,2025-05-26,PROMO03
613,185,G0056,2,278.01,2024-09-26,
